EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_IMMIGRATION_CATEGORY-MAIN_CATEGORY	FR_CATÉGORIE_D'IMMIGRATION-CATÉGORIE_PRINCIPALE	EN_IMMIGRATION_CATEGORY-GROUP	FR_CATÉGORIE_D'IMMIGRATION-GROUPE	EN_IMMIGRATION_CATEGORY-COMPONENT	FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE	TOTAL
2022	Q1	Mar	2022	T1	mars	Quebec	Québec	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	195
2020	Q1	Jan	2020	T1	janv.	New Brunswick	Nouveau-Brunswick	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2015	Q4	Dec	2015	T4	déc.	Manitoba	Manitoba	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2024	Q2	Jun	2024	T2	juin	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	120
2016	Q3	Jul	2016	T3	juil.	British Columbia	Colombie-Britannique	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	25
2015	Q4	Dec	2015	T4	déc.	Quebec	Québec	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2019	Q3	Jul	2019	T3	juil.	New Brunswick	Nouveau-Brunswick	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2019	Q2	Jun	2019	T2	juin	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	15
2023	Q1	Mar	2023	T1	mars	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Parent or Grandparent	Parents ou grands-parents parrainés	--
2023	Q1	Jan	2023	T1	janv.	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2015	Q3	Jul	2015	T3	juil.	Alberta	Alberta	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2016	Q3	Sep	2016	T3	sept.	New Brunswick	Nouveau-Brunswick	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2019	Q4	Dec	2019	T4	déc.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	5
2024	Q4	Oct	2024	T4	oct.	Saskatchewan	Saskatchewan	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2021	Q4	Dec	2021	T4	déc.	Alberta	Alberta	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2016	Q2	May	2016	T2	mai	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2022	Q1	Jan	2022	T1	janv.	New Brunswick	Nouveau-Brunswick	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2022	Q2	May	2022	T2	mai	New Brunswick	Nouveau-Brunswick	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2017	Q4	Nov	2017	T4	nov.	Ontario	Ontario	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2022	Q1	Jan	2022	T1	janv.	Yukon	Yukon	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2015	Q2	Jun	2015	T2	juin	British Columbia	Colombie-Britannique	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2016	Q1	Feb	2016	T1	fév.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	25
2021	Q2	Jun	2021	T2	juin	Ontario	Ontario	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	45
2023	Q1	Jan	2023	T1	janv.	Manitoba	Manitoba	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	15
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	65
2017	Q1	Mar	2017	T1	mars	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	30
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Parent or Grandparent	Parents ou grands-parents parrainés	--
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	55
2015	Q3	Aug	2015	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2022	Q2	Jun	2022	T2	juin	British Columbia	Colombie-Britannique	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	35
2022	Q2	May	2022	T2	mai	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2020	Q3	Sep	2020	T3	sept.	New Brunswick	Nouveau-Brunswick	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2017	Q1	Mar	2017	T1	mars	Alberta	Alberta	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	70
2023	Q4	Oct	2023	T4	oct.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	15
2020	Q2	Jun	2020	T2	juin	Saskatchewan	Saskatchewan	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2021	Q3	Aug	2021	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Pilot Programs	Programmes pilotes d’immigration au Canada atlantique	--
2016	Q4	Dec	2016	T4	déc.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	45
2017	Q1	Jan	2017	T1	janv.	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Entrepreneur	Entrepreneurs	--
2020	Q2	Apr	2020	T2	avr.	Quebec	Québec	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2021	Q1	Jan	2021	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2023	Q1	Mar	2023	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2024	Q4	Oct	2024	T4	oct.	British Columbia	Colombie-Britannique	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Resettled Refugee	Réfugiés réinstallés	Blended Sponsorship Refugee	Programme de parrainage mixte des réfugiés	--
2023	Q2	Apr	2023	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	--
2019	Q3	Aug	2019	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2017	Q1	Feb	2017	T1	fév.	Quebec	Québec	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2023	Q1	Feb	2023	T1	fév.	Alberta	Alberta	All Other Immigration	Toute autre immigration	Other Immigrants not included elsewhere	Autres immigrants non inclus ailleurs	Permit Holder Class	Catégorie des titulaires de permis	--
2020	Q4	Dec	2020	T4	déc.	Alberta	Alberta	All Other Immigration	Toute autre immigration	Other Immigrants not included elsewhere	Autres immigrants non inclus ailleurs	Permit Holder Class	Catégorie des titulaires de permis	--
2017	Q4	Nov	2017	T4	nov.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	65
2018	Q3	Sep	2018	T3	sept.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	75
2016	Q2	May	2016	T2	mai	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	25
2019	Q4	Oct	2019	T4	oct.	Alberta	Alberta	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	--
2017	Q2	May	2017	T2	mai	British Columbia	Colombie-Britannique	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2015	Q1	Feb	2015	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2015	Q1	Jan	2015	T1	janv.	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2023	Q1	Jan	2023	T1	janv.	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Trade	Métiers spécialisés	--
2023	Q1	Jan	2023	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2022	Q2	Jun	2022	T2	juin	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	70
2016	Q3	Jul	2016	T3	juil.	British Columbia	Colombie-Britannique	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	--
2016	Q1	Mar	2016	T1	mars	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2024	Q1	Feb	2024	T1	fév.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	45
2023	Q4	Oct	2023	T4	oct.	Ontario	Ontario	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	95
2023	Q1	Mar	2023	T1	mars	New Brunswick	Nouveau-Brunswick	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	25
2023	Q1	Jan	2023	T1	janv.	New Brunswick	Nouveau-Brunswick	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Pilot Programs	Programmes pilotes d’immigration au Canada atlantique	--
2018	Q4	Nov	2018	T4	nov.	Quebec	Québec	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2022	Q2	Apr	2022	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Pilot Programs	Programmes pilotes d’immigration au Canada atlantique	5
2021	Q4	Nov	2021	T4	nov.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	10
2022	Q1	Jan	2022	T1	janv.	British Columbia	Colombie-Britannique	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	15
2023	Q2	May	2023	T2	mai	Saskatchewan	Saskatchewan	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2021	Q3	Aug	2021	T3	août	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2024	Q1	Feb	2024	T1	fév.	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Self-Employed	Travailleurs autonomes	5
2020	Q3	Aug	2020	T3	août	Alberta	Alberta	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	--
2021	Q3	Aug	2021	T3	août	Manitoba	Manitoba	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	10
2024	Q2	Apr	2024	T2	avr.	Manitoba	Manitoba	Economic	Économique	Worker Program	Programme des travailleurs	Rural and Northern Immigration	Programme d’immigration dans les communautés rurales et du Nord	--
2020	Q1	Feb	2020	T1	fév.	Saskatchewan	Saskatchewan	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2023	Q1	Jan	2023	T1	janv.	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Programs	Programmes d’immigration au Canada atlantique	5
2017	Q1	Feb	2017	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2022	Q3	Jul	2022	T3	juil.	Ontario	Ontario	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	125
