Year,Quarter,Month,FR_ANNEÉ,FR_TRIMESTRE,FR_MOIS,Province,FR_PROVINCE_TERRITOIRE,MainCategory,FR_CATÉGORIE_D'IMMIGRATION-CATÉGORIE_PRINCIPALE,GroupCategory,FR_CATÉGORIE_D'IMMIGRATION-GROUPE,SubCategory,FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE,Total
2015,Q2,May,2015,T2,mai,Saskatchewan,Saskatchewan,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,5.0
2015,Q1,Mar,2015,T1,mars,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,25.0
2021,Q1,Jan,2021,T1,janv.,Ontario,Ontario,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,230.0
2017,Q1,Feb,2017,T1,fév.,Alberta,Alberta,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,20.0
2018,Q3,Aug,2018,T3,août,Prince Edward Island,Île-du-Prince-Édouard,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,20.0
2015,Q2,May,2015,T2,mai,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,25.0
2020,Q2,May,2020,T2,mai,Quebec,Québec,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,25.0
2019,Q2,Jun,2019,T2,juin,Alberta,Alberta,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,15.0
2019,Q1,Jan,2019,T1,janv.,Ontario,Ontario,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,10.0
2017,Q3,Aug,2017,T3,août,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,20.0
2018,Q3,Aug,2018,T3,août,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,15.0
2017,Q2,Apr,2017,T2,avr.,Ontario,Ontario,Economic,Économique,Worker Program,Programme des travailleurs,Caregiver,Aides familiaux,5.0
2023,Q3,Aug,2023,T3,août,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,25.0
2021,Q4,Nov,2021,T4,nov.,Ontario,Ontario,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,550.0
2022,Q1,Feb,2022,T1,fév.,British Columbia,Colombie-Britannique,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,15.0
2019,Q3,Sep,2019,T3,sept.,Ontario,Ontario,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,90.0
2021,Q4,Nov,2021,T4,nov.,Prince Edward Island,Île-du-Prince-Édouard,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Pilot Programs,Programmes pilotes d’immigration au Canada atlantique,10.0
2015,Q4,Oct,2015,T4,oct.,Ontario,Ontario,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,35.0
2021,Q3,Aug,2021,T3,août,Saskatchewan,Saskatchewan,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,15.0
2022,Q3,Jul,2022,T3,juil.,Quebec,Québec,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,20.0
2022,Q3,Jul,2022,T3,juil.,New Brunswick,Nouveau-Brunswick,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,5.0
2016,Q1,Feb,2016,T1,fév.,Quebec,Québec,Economic,Économique,Business,Programme des gens d’affaires,Investor,Investisseurs,25.0
2024,Q2,May,2024,T2,mai,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Caregiver,Aides familiaux,25.0
2020,Q4,Oct,2020,T4,oct.,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Pilot Programs,Programmes pilotes d’immigration au Canada atlantique,5.0
2018,Q2,Jun,2018,T2,juin,Ontario,Ontario,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,100.0
2023,Q3,Jul,2023,T3,juil.,Yukon,Yukon,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,10.0
2018,Q3,Jul,2018,T3,juil.,Quebec,Québec,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,20.0
2024,Q4,Oct,2024,T4,oct.,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,5.0
2022,Q2,May,2022,T2,mai,Quebec,Québec,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,20.0
2019,Q1,Mar,2019,T1,mars,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Caregiver,Aides familiaux,5.0
2017,Q4,Dec,2017,T4,déc.,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,10.0
2024,Q2,May,2024,T2,mai,Ontario,Ontario,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,190.0
2023,Q1,Mar,2023,T1,mars,Manitoba,Manitoba,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,80.0
2016,Q1,Jan,2016,T1,janv.,Ontario,Ontario,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,50.0
2023,Q3,Aug,2023,T3,août,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,20.0
2020,Q1,Feb,2020,T1,fév.,Alberta,Alberta,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,15.0
2018,Q1,Mar,2018,T1,mars,Ontario,Ontario,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,50.0
2017,Q1,Feb,2017,T1,fév.,British Columbia,Colombie-Britannique,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,50.0
2022,Q1,Mar,2022,T1,mars,Quebec,Québec,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,25.0
2022,Q2,Apr,2022,T2,avr.,New Brunswick,Nouveau-Brunswick,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,30.0
2024,Q4,Oct,2024,T4,oct.,British Columbia,Colombie-Britannique,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,30.0
2020,Q2,May,2020,T2,mai,British Columbia,Colombie-Britannique,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,80.0
2024,Q4,Oct,2024,T4,oct.,Prince Edward Island,Île-du-Prince-Édouard,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,10.0
2020,Q2,May,2020,T2,mai,Alberta,Alberta,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,45.0
2018,Q2,May,2018,T2,mai,Quebec,Québec,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,60.0
2024,Q4,Nov,2024,T4,nov.,Manitoba,Manitoba,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,10.0
2019,Q2,Apr,2019,T2,avr.,Saskatchewan,Saskatchewan,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,10.0
2023,Q4,Oct,2023,T4,oct.,British Columbia,Colombie-Britannique,Economic,Économique,Temporary Resident to Permanent Resident Pathway,Voie d’accès de la résidence temporaire à la résidence permanente,Temporary Resident to Permanent Resident Pathway,Voie d’accès de la résidence temporaire à la résidence permanente,45.0
2015,Q2,Apr,2015,T2,avr.,Saskatchewan,Saskatchewan,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,5.0
2022,Q1,Mar,2022,T1,mars,Alberta,Alberta,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,15.0
2019,Q4,Oct,2019,T4,oct.,Alberta,Alberta,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,105.0
2015,Q4,Nov,2015,T4,nov.,Alberta,Alberta,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,40.0
2024,Q1,Jan,2024,T1,janv.,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Agri-Food Pilot,Pilote sur l’immigration agroalimentaire,20.0
2024,Q2,Apr,2024,T2,avr.,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Programs,Programmes d’immigration au Canada atlantique,5.0
2021,Q4,Nov,2021,T4,nov.,Saskatchewan,Saskatchewan,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,15.0
2015,Q1,Feb,2015,T1,fév.,Ontario,Ontario,Economic,Économique,Business,Programme des gens d’affaires,Self-Employed,Travailleurs autonomes,5.0
2024,Q3,Aug,2024,T3,août,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,5.0
2018,Q1,Jan,2018,T1,janv.,Manitoba,Manitoba,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,5.0
2016,Q3,Aug,2016,T3,août,Quebec,Québec,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,5.0
2018,Q3,Sep,2018,T3,sept.,Manitoba,Manitoba,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,45.0
2024,Q2,Apr,2024,T2,avr.,New Brunswick,Nouveau-Brunswick,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Programs,Programmes d’immigration au Canada atlantique,35.0
2016,Q3,Jul,2016,T3,juil.,British Columbia,Colombie-Britannique,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,50.0
2024,Q2,Jun,2024,T2,juin,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,20.0
2016,Q1,Feb,2016,T1,fév.,Alberta,Alberta,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,10.0
2023,Q1,Feb,2023,T1,fév.,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,20.0
2020,Q2,Jun,2020,T2,juin,Ontario,Ontario,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,225.0
2022,Q3,Sep,2022,T3,sept.,Manitoba,Manitoba,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,5.0
2015,Q4,Oct,2015,T4,oct.,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,40.0
2015,Q1,Feb,2015,T1,fév.,Quebec,Québec,Economic,Économique,Business,Programme des gens d’affaires,Investor,Investisseurs,65.0
2023,Q1,Jan,2023,T1,janv.,Quebec,Québec,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,10.0
2022,Q3,Jul,2022,T3,juil.,New Brunswick,Nouveau-Brunswick,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,35.0
2024,Q3,Aug,2024,T3,août,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,35.0
2024,Q4,Nov,2024,T4,nov.,British Columbia,Colombie-Britannique,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,5.0
2018,Q4,Nov,2018,T4,nov.,Ontario,Ontario,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,70.0
2020,Q4,Nov,2020,T4,nov.,Ontario,Ontario,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,30.0
2024,Q4,Nov,2024,T4,nov.,Ontario,Ontario,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,60.0
2020,Q2,Jun,2020,T2,juin,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,55.0
2018,Q2,Apr,2018,T2,avr.,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,20.0
2015,Q4,Dec,2015,T4,déc.,Alberta,Alberta,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,15.0
2020,Q4,Nov,2020,T4,nov.,Prince Edward Island,Île-du-Prince-Édouard,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,5.0
2020,Q4,Oct,2020,T4,oct.,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,10.0
2015,Q1,Jan,2015,T1,janv.,Saskatchewan,Saskatchewan,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,5.0
2020,Q2,May,2020,T2,mai,Manitoba,Manitoba,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,15.0
2022,Q1,Mar,2022,T1,mars,British Columbia,Colombie-Britannique,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,10.0
